기준일,자료_기준일,제목,서울_수,한양도성_수
20230112,20230105,지하철 하차,6074500,530721
20230113,20190503,따릉이,665858,32260
20230113,20230106,버스 승차,4852012,243831
20230113,20230106,버스 하차,4738107,237308
20230113,20230106,지하철 승차,6353883,540866
20230113,20230106,지하철 하차,6333011,544695
20230114,20190504,따릉이,771493,31423
20230114,20230107,버스 승차,3433147,166463
20230114,20230107,버스 하차,3352930,161792
20230114,20230107,지하철 승차,4324640,351462
20230114,20230107,지하철 하차,4306825,364438
20230115,20190505,따릉이,792143,29455
20230115,20230108,버스 승차,2572082,126476
20230115,20230108,버스 하차,2512031,119570
20230115,20230108,지하철 승차,3115660,249226
20230115,20230108,지하철 하차,3102258,246983
20230116,20190506,따릉이,842812,32416
20230116,20230109,버스 승차,4617442,230356
20230116,20230109,버스 하차,4515466,224681
20230116,20230109,지하철 승차,6010476,508444
20230116,20230109,지하철 하차,5992051,511965
20230117,20190507,따릉이,612788,29386
20230117,20230110,버스 승차,4748070,241529
20230117,20230110,버스 하차,4641917,234539
20230117,20230110,지하철 승차,6195381,527291
20230117,20230110,지하철 하차,6175510,534255
20230118,20190501,따릉이,782578,30908
20230118,20230111,버스 승차,4786513,246550
20230118,20230111,버스 하차,4678383,239355
20230118,20230111,지하철 승차,6248409,535668
20230118,20230111,지하철 하차,6228387,542778
20230119,20190502,따릉이,666739,29009
20230119,20230112,버스 승차,4784722,248685
20230119,20230112,버스 하차,4675789,240943
20230119,20230112,지하철 승차,6288202,537189
20230119,20230112,지하철 하차,6267221,546773
20230120,20190503,따릉이,665858,32260
20230120,20230113,버스 승차,4743603,230975
20230120,20230113,버스 하차,4625226,224385
20230120,20230113,지하철 승차,6242244,525230
20230120,20230113,지하철 하차,6221433,537260
20230121,20190504,따릉이,771493,31423
20230121,20230114,버스 승차,3444013,158649
20230121,20230114,버스 하차,3359304,154344
20230121,20230114,지하철 승차,4370113,352002
20230121,20230114,지하철 하차,4351938,364227
20230122,20190505,따릉이,792143,29455
20230122,20230115,버스 승차,2592642,120192
20230122,20230115,버스 하차,2530723,114178
20230122,20230115,지하철 승차,3095674,241747
20230122,20230115,지하철 하차,3082439,238026
20230123,20190506,따릉이,842812,32416
20230123,20230116,버스 승차,4716104,229148
20230123,20230116,버스 하차,4611679,223905
20230123,20230116,지하철 승차,6096472,510416
20230123,20230116,지하철 하차,6077197,514789
20230124,20190507,따릉이,612788,29386
20230124,20230117,버스 승차,4791948,237330
20230124,20230117,버스 하차,4684778,231187
20230124,20230117,지하철 승차,6207786,522293
20230124,20230117,지하철 하차,6188021,527688
20230125,20190501,따릉이,782578,30908
20230125,20230118,버스 승차,4890612,243898
20230125,20230118,버스 하차,4781114,237830
20230125,20230118,지하철 승차,6300141,534824
20230125,20230118,지하철 하차,6279248,537668
20230126,20190502,따릉이,666739,29009
20230126,20230119,버스 승차,4838759,237969
20230126,20230119,버스 하차,4729752,231762
20230126,20230119,지하철 승차,6247080,523151
20230126,20230119,지하철 하차,6224513,526566
20230127,20190503,따릉이,665858,32260
20230127,20230120,버스 승차,4719136,220187
20230127,20230120,버스 하차,4614005,217164
20230127,20230120,지하철 승차,5887390,476913
20230127,20230120,지하철 하차,5863404,481481
20230128,20190504,따릉이,771493,31423
20230128,20230121,버스 승차,2081619,96999
20230128,20230121,버스 하차,2032751,93442
20230128,20230121,지하철 승차,2372008,183741
20230128,20230121,지하철 하차,2360602,183982
20230129,20190505,따릉이,792143,29455
20230129,20230122,버스 승차,1638455,84718
20230129,20230122,버스 하차,1597949,80586
20230129,20230122,지하철 승차,1871720,152082
20230129,20230122,지하철 하차,1861737,154806
20230130,20190506,따릉이,842812,32416
20230130,20230123,버스 승차,1970238,114940
20230130,20230123,버스 하차,1923863,110091
20230130,20230123,지하철 승차,2480496,224905
20230130,20230123,지하철 하차,2468932,229268
20230131,20190507,따릉이,612788,29386
20230131,20230124,버스 승차,1784505,77050
20230131,20230124,버스 하차,1744192,73935
20230131,20230124,지하철 승차,2197906,166532
20230131,20230124,지하철 하차,2187214,164851
