기준일,자료_기준일,제목,서울_수,한양도성_수
20230329,20230322,버스 하차,5009840,258109
20230329,20230322,지하철 승차,6627507,577843
20230329,20230322,지하철 하차,6607108,587186
20230330,20190502,따릉이,666739,29009
20230330,20230323,버스 승차,5103222,261010
20230330,20230323,버스 하차,4983991,254753
20230330,20230323,지하철 승차,6669041,588599
20230330,20230323,지하철 하차,6648282,594748
20230331,20190503,따릉이,665858,32260
20230331,20230324,버스 승차,5231165,271244
20230331,20230324,버스 하차,5107745,263911
20230331,20230324,지하철 승차,6902951,595004
20230331,20230324,지하철 하차,6880149,606208
